,Unnamed: 0,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),person,method
31902,31902,68.90655942,-1.808094443,11.86606112,-3.08254041,12.39252466,0,0
31903,31903,68.91657942,-1.319194124,11.26702323,-2.891179753,11.70662231,0,0
31904,31904,68.92659842,-0.8676733008,10.35385654,-2.880689263,10.78209502,0,0
31905,31905,68.93661742,-0.3741115817,9.157325018,-3.086660943,9.670782633,0,0
31906,31906,68.94663742,0.1652354439,7.809753479,-3.344672842,8.497434235,0,0
31907,31907,68.95665642,0.6415037303,6.293440652,-3.511267033,7.235186138,0,0
31908,31908,68.96667542,1.000039353,4.510011812,-3.233007103,5.638494496,0,0
31909,31909,68.97669542,1.244499452,2.47553686,-2.446222429,3.696087906,0,0
31910,31910,68.98671442,1.500144106,-0.05006795347,-1.344789433,2.015290986,0,0
31911,31911,68.99673342,2.029407316,-4.269673707,1.588619349,4.987215561,0,0
31912,31912,69.00675242,2.131802149,-11.73251071,8.007684653,14.36382266,0,0
31913,31913,69.01677242,0.3689856201,-17.82488491,9.653679367,20.2745209,0,0
31914,31914,69.02679142,0.1156710818,-18.04370527,1.143438808,18.08026913,0,0
31915,31915,69.03681042,2.03074589,-17.55420795,-1.15092266,17.70872012,0,0
31916,31916,69.04683042,4.285502997,-16.71545293,1.617130519,17.3316766,0,0
31917,31917,69.05684942,4.07413346,-13.35508733,4.657007597,14.71885324,0,0
31918,31918,69.06686842,3.581578631,-10.34507637,5.67165768,12.32947733,0,0
31919,31919,69.07688842,3.810589803,-8.873866621,4.652176043,10.71955435,0,0
31920,31920,69.08690742,4.151049781,-8.684220368,4.362609937,10.56784099,0,0
31921,31921,69.09692642,4.656924859,-9.255756462,4.77125956,11.4070546,0,0
31922,31922,69.10694642,5.592436094,-9.775692632,4.92566523,12.29234257,0,0
31923,31923,69.11696542,6.481926818,-9.480087814,4.544347832,12.35064927,0,0
31924,31924,69.12698442,6.652898819,-8.277264683,3.733555952,11.25671415,0,0
31925,31925,69.13700442,6.130087574,-6.818420631,2.998315069,9.646695124,0,0
31926,31926,69.14702342,5.335236374,-5.552587904,2.565317933,8.116454626,0,0
31927,31927,69.15704242,4.431240169,-4.502790501,2.315461146,6.728474719,0,0
31928,31928,69.16706242,3.583133114,-3.608211529,1.993753772,5.461967361,0,0
31929,31929,69.17708142,2.866475559,-2.835232424,1.251258834,4.221477668,0,0
31930,31930,69.18710042,2.330316582,-2.142301701,0.06574287683,3.166094452,0,0
31931,31931,69.19712042,1.801962468,-1.389312472,-0.4260290095,2.314899263,0,0
31932,31932,69.20713942,1.333596401,-0.4721386904,-0.44528009,1.483127999,0,0
31933,31933,69.21715842,0.8591664791,0.6752218455,-0.4481996047,1.181090371,0,0
31934,31934,69.22717742,0.3277849692,2.02350616,-0.8139938146,2.205585205,0,0
31935,31935,69.23719742,-0.1896882074,3.361850207,-1.236920145,3.587198054,0,0
31936,31936,69.24721642,-0.6347854257,4.515774828,-1.792927058,4.899975741,0,0
31937,31937,69.25723542,-1.018294652,5.536809193,-2.492175697,6.156632175,0,0
31938,31938,69.26725542,-1.303158427,6.443913485,-2.874878885,7.175456187,0,0
31939,31939,69.27727442,-1.534669283,7.298144329,-3.008514075,8.041721047,0,0
31940,31940,69.28729342,-1.722471033,8.120456977,-3.038759383,8.839840868,0,0
31941,31941,69.29731342,-1.868269309,8.86972153,-2.995005838,9.546331767,0,0
31942,31942,69.30733242,-1.966865059,9.534310799,-2.90260989,10.15858183,0,0
31943,31943,69.31735142,-2.117125053,10.1667854,-2.724704261,10.73637542,0,0
31944,31944,69.32737142,-2.387232209,10.76263773,-2.469506627,11.29742057,0,0
31945,31945,69.33739042,-2.744635372,11.33180336,-2.285008408,11.88124801,0,0
31946,31946,69.34740942,-3.074318348,11.84361717,-2.220428104,12.43595601,0,0
31947,31947,69.35742942,-3.370373109,12.17719146,-2.152074738,12.81697439,0,0
31948,31948,69.36744842,-3.644832056,12.35850426,-2.124804932,13.05879873,0,0
31949,31949,69.37746742,-3.826438096,12.31703581,-2.265783201,13.09521948,0,0
31950,31950,69.38748742,-3.938769833,11.92811177,-2.467310997,12.80161637,0,0
31951,31951,69.39750642,-3.965660593,11.23908991,-2.533111469,12.18442693,0,0
31952,31952,69.40752542,-3.924062624,10.3488677,-2.506217201,11.34805952,0,0
31953,31953,69.41754542,-3.809795458,9.27754728,-2.449262981,10.32406481,0,0
31954,31954,69.42756442,-3.639911624,8.0100212,-2.373418747,9.112766474,0,0
31955,31955,69.43758342,-3.447833806,6.533728471,-2.242783325,7.720572695,0,0
31956,31956,69.44760342,-3.200325553,4.760988341,-1.946253916,6.057804712,0,0
31957,31957,69.45762242,-2.864309458,2.668150576,-1.628196375,4.239613143,0,0
31958,31958,69.46764142,-2.25088318,0.2916421598,-1.393606229,2.663394181,0,0
31959,31959,69.47766042,-1.078744337,-2.623524041,-0.9226280648,2.982919759,0,0
31960,31960,69.48768042,1.120201096,-6.873734121,1.849964892,7.205930986,0,0
31961,31961,69.49769942,3.6212669,-14.91803872,8.967885756,17.7787634,0,0
31962,31962,69.50771779,3.12314026,-25.34350728,12.15440135,28.280326,0,0
31963,31963,69.51773779,3.455315026,-23.69394927,1.355332987,23.98289727,0,0
31964,31964,69.52775679,5.075814711,-22.20036223,-0.2410907878,22.77450555,0,0
31965,31965,69.53777579,2.626001506,-18.30652591,7.401561109,19.92003719,0,0
31966,31966,69.54779579,0.3860415097,-13.47347473,8.606477543,15.99234208,0,0
31967,31967,69.55781479,-0.201117906,-11.91182611,6.482409799,13.56295272,0,0
31968,31968,69.56783379,-1.303540543,-10.85658494,4.191312831,11.71032697,0,0
31969,31969,69.57785379,-2.733840828,-10.32900822,2.64261637,11.00662154,0,0
31970,31970,69.58787279,-2.965159895,-10.58050398,2.06925229,11.18128091,0,0
31971,31971,69.59789179,-1.812285581,-10.25246232,1.30988024,10.49348125,0,0
31972,31972,69.60791179,-0.6324947789,-8.842505665,0.2116703761,8.867624283,0,0
31973,31973,69.61793079,0.4527197948,-7.021091557,-1.232514414,7.142812727,0,0
31974,31974,69.62794979,1.464150693,-5.388754184,-1.775301796,5.859531157,0,0
31975,31975,69.63796979,1.922234724,-3.96956127,-0.9507055172,4.511789445,0,0
31976,31976,69.64798879,1.812816947,-2.661064335,0.608732864,3.276907746,0,0
31977,31977,69.65800779,1.461092161,-1.440399011,1.618893893,2.613495179,0,0
31978,31978,69.66802779,0.9978592184,-0.4781443655,1.79578927,2.109313669,0,0
31979,31979,69.67804679,0.6128773704,0.1222506613,1.405013123,1.537733973,0,0
31980,31980,69.68806579,0.2638974139,0.5122201842,0.7734188157,0.9644625585,0,0
31981,31981,69.69808479,-0.05530676633,0.9891196775,0.2178003046,1.014324183,0,0
31982,31982,69.70810479,-0.3281599219,1.582626684,0.06221364364,1.617487772,0,0
31983,31983,69.71812379,-0.6328350869,2.320611373,-0.02976408184,2.405535968,0,0
31984,31984,69.72814279,-0.922936213,3.324071932,-0.3378366253,3.466323563,0,0
31985,31985,69.73816279,-1.250788425,4.498882806,-0.5373532712,4.700336874,0,0
31986,31986,69.74818179,-1.679996127,5.677941683,-0.5121881707,5.943378287,0,0
31987,31987,69.75820079,-2.103636403,6.744910605,-0.5705736423,7.088346737,0,0
31988,31988,69.76822079,-2.496186302,7.726023105,-0.8951660317,8.168457707,0,0
31989,31989,69.77823979,-2.860005907,8.642174794,-1.378959392,9.206972791,0,0
31990,31990,69.78825879,-3.125851614,9.424705326,-1.908137087,10.11123167,0,0
31991,31991,69.79827879,-3.437192458,10.17337989,-2.399370152,11.00313263,0,0
31992,31992,69.80829779,-3.710467344,10.95252489,-2.937211666,11.93116012,0,0
31993,31993,69.81831679,-3.79385361,11.65636593,-3.492957939,12.74617382,0,0
31994,31994,69.82833679,-3.618025788,12.31261298,-3.933383378,13.42244589,0,0
31995,31995,69.83835579,-3.287452574,12.9042366,-4.288918063,13.99004949,0,0
31996,31996,69.84837479,-2.927086627,13.36218585,-4.531097456,14.40995111,0,0
31997,31997,69.85839479,-2.548166295,13.67612753,-4.652019045,14.66870468,0,0
31998,31998,69.86841379,-2.216628729,13.7686913,-4.588043489,14.68129579,0,0
31999,31999,69.87843279,-1.912836055,13.63767624,-4.500934594,14.48804912,0,0
32000,32000,69.88845279,-1.556430281,13.17205194,-4.593819369,14.03668778,0,0
32001,32001,69.89847179,-1.13846809,12.19950678,-4.639164526,13.10137102,0,0
32002,32002,69.90849079,-0.6559546852,10.73904889,-4.416285623,11.6301774,0,0
32003,32003,69.91850979,-0.1790981689,9.020964441,-4.125582526,9.921204905,0,0
32004,32004,69.92852979,0.1566761434,7.067599141,-3.682264177,7.970857827,0,0
32005,32005,69.93854879,0.3702971506,4.73530737,-3.360121771,5.818133221,0,0
32006,32006,69.94856779,0.7036340511,1.883596907,-3.261499123,3.831502932,0,0
32007,32007,69.95858779,1.331018364,-2.007523381,-2.786334499,3.683126382,0,0
32008,32008,69.96860679,2.690976644,-10.00009766,1.71887441,10.49751579,0,0
32009,32009,69.97862579,5.030200582,-34.53549167,24.69518672,42.75342501,0,0
32010,32010,69.98864579,2.806611473,-40.76445332,19.17681146,45.13721104,0,0
32011,32011,69.99866479,2.34161808,-20.79605282,-15.00384544,25.75023041,0,0
32012,32012,70.00868379,3.196543866,-17.00180394,-1.071440288,17.3328363,0,0
32013,32013,70.01870379,1.147330715,-12.67754004,9.909324313,16.13167994,0,0
32014,32014,70.02872279,0.9477602747,-9.249255527,6.975490876,11.623444,0,0
32015,32015,70.03874179,0.733533496,-7.584203568,3.013426614,8.193836409,0,0
32016,32016,70.04876179,0.7565653861,-7.677136289,2.052911807,7.982810262,0,0
32017,32017,70.05878079,1.648978549,-8.384130735,3.533185905,9.246414499,0,0
32018,32018,70.06879979,3.8451869,-9.20544351,4.715840235,11.03470895,0,0
32019,32019,70.07881979,6.066825378,-9.81086071,4.396589862,12.34460856,0,0
32020,32020,70.08883879,6.857794611,-8.970508232,3.473303985,11.81368721,0,0
32021,32021,70.09885779,6.165087252,-6.868941159,2.568198271,9.58051647,0,0
32022,32022,70.10887779,5.009511963,-4.985412079,2.370624948,7.454489007,0,0
32023,32023,70.11889679,3.554562156,-3.664884498,2.357895559,5.623696469,0,0
32024,32024,70.12891579,2.51418871,-2.961627007,1.722327776,4.249563785,0,0
32025,32025,70.13893479,1.957073019,-2.484942107,0.6838429803,3.236157181,0,0
32026,32026,70.14895479,1.599856675,-1.81280993,-0.3464375871,2.442506955,0,0
32027,32027,70.15897379,1.244992373,-0.746489464,-1.127515963,1.838081819,0,0
32028,32028,70.16899279,0.7895486525,0.5585096669,-1.632639089,1.897585444,0,0
32029,32029,70.17901279,0.2407819086,2.174376018,-1.760838708,2.808280604,0,0
32030,32030,70.18903179,-0.3310183333,3.792868354,-1.864599596,4.239357869,0,0
32031,32031,70.19905079,-0.9701672436,5.291209179,-2.030482034,5.749867507,0,0
32032,32032,70.20907079,-1.540689577,6.529099815,-2.381434695,7.118574294,0,0
32033,32033,70.21908979,-1.986620023,7.306615191,-2.646780172,8.021142683,0,0
32034,32034,70.22910879,-2.208159184,7.865564568,-2.748984531,8.619744132,0,0
32035,32035,70.23912879,-2.370536362,8.494733158,-2.697257723,9.222533996,0,0
32036,32036,70.24914779,-2.600383978,9.154221901,-2.418323609,9.81886269,0,0
32037,32037,70.25916679,-2.889562413,9.793513775,-1.978330718,10.40078244,0,0
32038,32038,70.26918679,-3.19403044,10.38554261,-1.534500737,10.97342327,0,0
32039,32039,70.27920579,-3.51766681,11.03055013,-1.268024848,11.64709848,0,0
32040,32040,70.28922479,-3.791733994,11.65245531,-1.161163035,12.30874734,0,0
32041,32041,70.29924479,-3.880475432,12.14176552,-1.384406951,12.8217449,0,0
32042,32042,70.30926379,-3.93327462,12.50728082,-1.786059942,13.23226106,0,0
32043,32043,70.31928279,-4.017941133,12.76800466,-2.217010406,13.56764272,0,0
32044,32044,70.32930279,-3.986642742,12.76586925,-2.694153728,13.64255117,0,0
32045,32045,70.33932179,-3.862689079,12.45798528,-3.13274168,13.41401635,0,0
32046,32046,70.34934079,-3.712892185,11.90990822,-3.636537781,12.99445609,0,0
32047,32047,70.35935979,-3.468809815,11.00184147,-3.972313555,12.20050951,0,0
32048,32048,70.36937979,-3.210716347,9.822730558,-3.95607993,11.0655006,0,0
32049,32049,70.37939879,-2.959257131,8.466376501,-3.730769169,9.713669359,0,0
32050,32050,70.38941779,-2.678678488,7.023884187,-3.297308641,8.208685144,0,0
32051,32051,70.39943779,-2.314271091,5.569196336,-2.671211008,6.595996267,0,0
32052,32052,70.40945679,-1.729927987,3.887591493,-2.026743763,4.71314213,0,0
32053,32053,70.41947579,-0.7910104564,1.731089829,-1.484020409,2.413438649,0,0
32054,32054,70.42949579,0.8944583724,-0.9576248199,-1.05742919,1.683822309,0,0
32055,32055,70.43951479,4.26440595,-5.309240237,0.2798851633,6.815535615,0,0
32056,32056,70.44953379,12.17552267,-17.61178548,8.599101865,23.07299055,0,0
32057,32057,70.45955379,17.75431721,-39.86048781,24.89161107,50.23610823,0,0
32058,32058,70.46957279,6.356750211,-23.92829866,0.4658412391,24.76264845,0,0
32059,32059,70.47959179,1.901106248,-11.712415,-4.232549735,12.59798982,0,0
32060,32060,70.48961179,-0.316216253,-13.49232382,8.100617959,15.74048303,0,0
32061,32061,70.49963079,-1.092022487,-14.02269902,9.202598255,16.80822464,0,0
32062,32062,70.50965392,-0.8841968013,-13.90058226,6.536034029,15.38595892,0,0
32063,32063,70.51967392,-3.380216604,-12.8293899,4.321036819,13.95315264,0,0
32064,32064,70.52969292,-6.669772714,-12.17047418,3.253173857,14.25445369,0,0
32065,32065,70.53971192,-7.658008878,-11.13554625,1.485302119,13.59601458,0,0
32066,32066,70.54973192,-6.364194301,-9.599310202,-0.1469120242,11.5183032,0,0
32067,32067,70.55975092,-4.731607836,-8.133465863,-0.2521186365,9.413019891,0,0
32068,32068,70.56976992,-3.183827634,-6.533700989,-0.2633640017,7.272920158,0,0
32069,32069,70.57978992,-1.552889646,-5.01872776,-0.04682055607,5.253692677,0,0
32070,32070,70.58980892,-0.07899047479,-3.612313936,0.6063414989,3.663700517,0,0
32071,32071,70.59982792,1.03292614,-2.609050428,1.290889069,3.088765957,0,0
32072,32072,70.60984692,1.784837435,-2.090914031,1.798567282,3.285180425,0,0
32073,32073,70.61986692,2.284819689,-1.436271461,1.937964903,3.322496755,0,0
32074,32074,70.62988592,2.537309185,-0.5702590621,1.502580641,3.003478297,0,0
32075,32075,70.63990492,2.465228219,0.4720188224,0.972750982,2.691913151,0,0
32076,32076,70.64992492,2.145698349,1.715764861,0.6601499163,2.825538599,0,0
32077,32077,70.65994392,1.668433405,3.251486351,0.5352014959,3.693544931,0,0
32078,32078,70.66996292,1.056757637,4.825708247,0.3216955326,4.95052369,0,0
32079,32079,70.67998292,0.4089729738,6.279937093,-0.08583420217,6.293825251,0,0
32080,32080,70.69000192,-0.2755129078,7.584794136,-0.5512399699,7.609788102,0,0
32081,32081,70.70002092,-0.9076363885,8.771943805,-0.9807144512,8.873139398,0,0
32082,32082,70.71004092,-1.546098251,9.738944635,-1.262075452,9.94134281,0,0
32083,32083,70.72005992,-2.152032345,10.40337427,-1.543727644,10.73520072,0,0
32084,32084,70.73007892,-2.713121219,10.84524485,-1.867024582,11.3342906,0,0
32085,32085,70.74009892,-3.257978807,11.18878982,-2.166550105,11.8531592,0,0
32086,32086,70.75011792,-3.821943926,11.48435488,-2.431409239,12.34542074,0,0
32087,32087,70.76013692,-4.287477309,11.77265769,-2.671947173,12.81082482,0,0
32088,32088,70.77015692,-4.574840477,12.03623848,-2.950575185,13.21007555,0,0
32089,32089,70.78017592,-4.600051916,12.1120067,-3.167633185,13.33773159,0,0
32090,32090,70.79019492,-4.347689305,11.96112281,-3.317912475,13.15216349,0,0
32091,32091,70.80021492,-3.820003235,11.63514989,-3.396050572,12.70835541,0,0
32092,32092,70.81023392,-3.139533806,11.12383661,-3.347709301,12.03343555,0,0
32093,32093,70.82025292,-2.416526468,10.39708735,-3.205268204,11.14507828,0,0
32094,32094,70.83027292,-1.672571479,9.451810094,-3.031992985,10.06614081,0,0
32095,32095,70.84029192,-1.004568314,8.366465712,-3.047693928,8.960766948,0,0
32096,32096,70.85031092,-0.5392289118,7.201158317,-3.218685225,7.906161111,0,0
32097,32097,70.86032992,-0.3549749605,5.971696442,-3.344959356,6.853898066,0,0
32098,32098,70.87034992,-0.490360807,4.431252156,-3.121101043,5.442216562,0,0
32099,32099,70.88036892,-0.6266651049,2.408951692,-2.606292297,3.60395851,0,0
32100,32100,70.89038792,-0.5132896399,-0.2276636803,-1.051407727,1.191954368,0,0
32101,32101,70.90040792,-0.4668852594,-5.980190692,6.444370737,8.80400913,0,0
32102,32102,70.91042692,-0.97361637,-17.01244821,13.84666743,21.95681037,0,0
32103,32103,70.92044592,2.676001632,-23.84120321,8.390387841,25.41579358,0,0
32104,32104,70.93046592,7.728492385,-28.68718376,0.8519644636,29.72221307,0,0
32105,32105,70.94048492,9.382456269,-24.84978242,-4.345462977,26.91514853,0,0
32106,32106,70.95050392,6.073980616,-14.4854617,3.926667266,16.1907553,0,0
32107,32107,70.96052392,4.476137722,-10.21393735,7.703779712,13.55391261,0,0
32108,32108,70.97054292,4.424931316,-9.165212912,6.48359269,12.06723328,0,0
32109,32109,70.98056192,4.062888387,-8.155076002,5.681744127,10.73752965,0,0
32110,32110,70.99058192,3.519013424,-7.285071709,4.694325405,9.353738092,0,0
32111,32111,71.00060092,3.621635859,-6.97373028,3.435640607,8.57629213,0,0
32112,32112,71.01061992,4.764131219,-7.195426877,2.631594953,9.021995689,0,0
32113,32113,71.02063992,5.657044319,-7.22572364,2.474918225,9.504654268,0,0
32114,32114,71.03065892,5.563305266,-6.629412893,2.26830686,8.946770188,0,0
32115,32115,71.04067792,4.449608612,-5.684167213,2.012054973,7.493806705,0,0
32116,32116,71.05069792,3.292495213,-4.835587703,1.978550281,6.175604778,0,0
32117,32117,71.06071692,2.594447007,-4.06098775,1.979522088,5.209729789,0,0
32118,32118,71.07073592,2.067288356,-3.298751149,1.791241305,4.285322124,0,0
32119,32119,71.08075492,1.637614924,-2.508039778,1.493475211,3.347015741,0,0
32120,32120,71.09077492,1.252437779,-1.603053347,1.030771587,2.28054171,0,0
32121,32121,71.10079392,0.7915115628,-0.5584050018,0.4096418953,1.051719156,0,0
32122,32122,71.11081292,0.2388482344,0.6578322262,-0.3288526708,0.7732630833,0,0
32123,32123,71.12083292,-0.235292104,1.882117562,-1.043421746,2.164822817,0,0
32124,32124,71.13085192,-0.7379728483,2.945382273,-1.646265879,3.453993631,0,0
32125,32125,71.14087092,-1.189979429,3.915807817,-1.978756834,4.545886108,0,0
32126,32126,71.15089092,-1.573259152,5.011211749,-2.33057152,5.746211897,0,0
32127,32127,71.16090992,-1.873500666,6.219578624,-2.696407245,7.033048773,0,0
32128,32128,71.17092892,-2.170424031,7.610500835,-2.888552599,8.424618659,0,0
32129,32129,71.18094892,-2.335346649,8.907641308,-2.961862065,9.673290265,0,0
32130,32130,71.19096792,-2.50546788,10.03025409,-2.905597233,10.73898793,0,0
32131,32131,71.20098692,-2.677396193,10.94351784,-2.779932967,11.60418288,0,0
32132,32132,71.21100692,-2.844862204,11.64167071,-2.716225213,12.28819015,0,0
32133,32133,71.22102592,-2.946638839,11.99832864,-2.650251664,12.63591724,0,0
32134,32134,71.23104492,-2.921778817,12.04814575,-2.679217016,12.68356461,0,0
32135,32135,71.24106492,-2.954664727,11.93377421,-2.575165229,12.56091106,0,0
32136,32136,71.25108392,-3.062154385,11.55385956,-2.402626174,12.19184452,0,0
32137,32137,71.26110292,-3.128642782,10.94123275,-2.219957988,11.59427415,0,0
32138,32138,71.27112292,-3.194599667,10.19020233,-2.096419185,10.8830448,0,0
32139,32139,71.28114192,-3.176229177,9.460565715,-2.239751397,10.22776719,0,0
32140,32140,71.29116092,-3.080700584,8.737517738,-2.348641171,9.5577742,0,0
32141,32141,71.30117992,-2.939407588,7.974718051,-2.282810878,8.800424448,0,0
32142,32142,71.31119992,-2.694462754,7.143304796,-2.091510447,7.915892173,0,0
32143,32143,71.32121892,-2.252300399,6.188267369,-1.788266242,6.823884984,0,0
32144,32144,71.33123792,-1.616444202,5.125627726,-1.517518523,5.584605081,0,0
32145,32145,71.34125792,-0.7319243422,3.856470857,-1.526474118,4.21167472,0,0
32146,32146,71.35127692,0.2832582758,2.203750091,-1.89317757,2.919053104,0,0
32147,32147,71.36129592,1.153403195,0.3277364373,-2.284763263,2.580289378,0,0
32148,32148,71.37131592,1.903576843,-1.684914367,-1.424190529,2.913908009,0,0
32149,32149,71.38133492,2.782725597,-4.37385998,0.5191263306,5.209962094,0,0
32150,32150,71.39135392,3.482132111,-8.992952769,6.015272232,11.36582349,0,0
32151,32151,71.40137392,2.59415143,-14.70666187,10.65020162,18.34236407,0,0
